Date,Resting Heart Rate (bpm),Step Count (steps),Sleep_Efficiency
2024-01-01 00:00:00,61,1809,0.6830733448750389
2024-01-31 00:00:00,72,2008,0.9867695700110254
2024-02-01 00:00:00,73,1356,0.9220782250835163
2024-02-02 00:00:00,73,1204,0.7942485014616464
2024-02-04 00:00:00,64,1662,1.0
2024-02-06 00:00:00,65,1550,0.8794818151923788
